,data,description,cluster
3617,md,md,4
8195,p70,p70,4
792,h1n1,virus,4
8200,cterminal thirds,cterminal thirds,4
1957,30 march,30 march,4
3610,strong immune responses,strong immune responses,4
7237,controlled conditions,controlled conditions,4
8210,investigational new drug,investigational new drug,4
8213,multiple functions,multiple functions,4
8217,achillion pharmaceuticals,achillion pharmaceuticals,4
784,elderly people,elderly people,4
8192,improved treatments,improved treatments,4
8547,h1n1 vaccines,virus,4
8551,autoimmune disease,autoimmune disease,4
8553,constituents,constituents,4
8850,transgenic mice,transgenic mice,4
2031,november 10southkorea sagricultureministrysaid south korea s agriculture ministry],november 10southkorea sagricultureministrysaid south korea s agriculture ministry],4
2032,south korea s agriculture ministry said south korea s agriculture ministry],south korea s agriculture ministry said south korea s agriculture ministry],4
8855,myristic acid,myristic acid,4
3327,dogs,dogs,4
8862,picornavirus replication,taxon,4
8867,supergroup,supergroup,4
8869,animal pathogen,taxon,4
8870,foot mouth disease,foot mouth disease,4
591,spanish mainland,spanish mainland,4
8875,radalbuvir,carboxylic acid chemical compound,4
3318,cats,cats,4
8881,new combinations,new combinations,4
3317,indoors,indoors,4
588,spain s capital city,spain s capital city,4
8889,distinct segments,distinct segments,4
8890,rna act,structural class chemical compounds,4
3311,bioterrorism,bioterrorism,4
8903,updated guidelines,updated guidelines,4
8904,conditional recommendation,conditional recommendation,4
3305,mice,mice,4
596,season s poor harvests,season s poor harvests,4
8846,poliovirus receptor,taxon,4
8845,serotype,serotype,4
3333,asymptomatic shedding,asymptomatic shedding,4
8795,rna genomes,structural class chemical compounds,4
8797,rna rna,structural class chemical compoundsstructural class chemical compounds,4
8798,rna rna isunusualbecausernahasaproteinonthe5endthatisusedasaprimerfortranscriptionbyrnapolymerase.aprimerfortranscriptionby rna,structural class chemical compoundsstructural class chemical compoundsstructural class chemical compounds,4
610,plagues,plagues,4
8806,nonsegmented positivesense,nonsegmented positivesense,4
607,mass outbreak,mass outbreak,4
3350,wild domestic birds,wild domestic birds,4
8812,untranslated region,untranslated region,4
2025,western honshu,western honshu,4
8816,3 utr,3 utr,4
578,small cough,small cough,4
8818,5 utr isimportantin,5 utr isimportantin,4
8822,rna elements,structural class chemical compounds,4
8823,genomic rnas,genomic rnas,4
8824,multiple rna elements,structural class chemical compounds,4
602,region s physicians oftendistinguished region s physicians],region s physicians oftendistinguished region s physicians],4
601,flu symptoms couldbesointensethattheregion sphysiciansoftendistinguished region s physicians],influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,4
8831,rna replication,structural class chemical compounds,4
8833,rna synthesis,structural class chemical compounds,4
8837,secondary structural elements,secondary structural elements,4
3334,infected calves,infected calves,4
8840,rna structures,structural class chemical compounds,4
3343,great economic losses,great economic losses,4
8794,single stranded positive sense,single stranded positive sense,4
3304,species,species,4
576,roughness,roughness,4
8976,solution,solution,4
3267,current outbreak,current outbreak,4
2042,south korea s agriculture ministry reportedthath5n8hadbeenfoundinwildswansinshanxiprovincewhilenorwaydetectednorwayfirstcaseofthehighlypathogenic,south korea s agriculture ministry reportedthath5n8hadbeenfoundinwildswansinshanxiprovincewhilenorwaydetectednorwayfirstcaseofthehighlypathogenic,4
8981,10 minutes,10 minutes,4
3262,hung yen,hung yen,4
8989,potassium carbonate,potassium carbonate,4
8990,methanol,methanol,4
547,degrees,degrees,4
8999,new line,new line,4
3252,140 million birds,140 million birds,4
9002,multiple filoviruses,multiple filoviruses,4
3250,forced killing,forced killing,4
544,slight fever,slight fever,4
3246,june 10th,june 10th,4
9010,patents,patents,4
540,october,october,4
539,habsburg netherlands,habsburg netherlands,4
3245,mouse model,mouse model,4
535,january,january,4
9021,ingredients,ingredients,4
9025,production time,production time,4
3270,cambodia,sovereign state start time 9 november 1953 country constitutional monarchy,4
557,9th 14th day,9th 14th day,4
8967,triazin4amine,triazin4amine,4
2041,south korea s agriculture ministry],south korea s agriculture ministry],4
8917,new data,new data,4
3300,timeline,timeline,4
573,highly contagious catarrhal fever,highly contagious catarrhal fever,4
8921,supplemental oxygen,supplemental oxygen,4
8922,baricitinib,chemical compound medication,4
8923,common adverse effects,common adverse effects,4
3299,multiple bird species,taxon,4
8927,low potassium,low potassium,4
8931,reported adverse effects,reported adverse effects,4
8934,infusion site reactions,infusion site reactions,4
3303,laboratories,laboratories,4
8936,infusion‐related reactions,infusion‐related reactions,4
8938,possible effects,possible effects,4
567,severe bread shortage,severe bread shortage,4
8951,intracellular metabolic activation,intracellular metabolic activation,4
8952,multiple steps,multiple steps,4
3279,suggestive evidence,suggestive evidence,4
8954,right,right,4
561,city s residents,city s residents,4
8958,lalanine,lalanine,4
8960,triethylamine,triethylamine,4
3275,12 deaths,12 deaths,4
570,dry hot summer,dry hot summer,4
8792,baltimore s viral classification asgroupivvirusesas,baltimore s viral classification asgroupivvirusesas,4
3355,major new outbreak,major new outbreak,4
3356,thailand s poultry industry,constitutional monarchy sovereign state countryorganisms known particular common,4
8612,12 suspected cases,12 suspected cases,4
8614,agency s committee,agency s committee,4
3440,ingestion,ingestion,4
8616,finland,finland,4
8617,clear connection,clear connection,4
2001,22 000 birds,22 000 birds,4
669,november,november,4
3436,sick tigers,sick tigers,4
3434,thailand zoo tiger outbreak,constitutional monarchy sovereign state country,4
3433,high lethality,high lethality,4
3431,leopards,leopards,4
8632,body s immune response,body s immune response,4
3429,october 2004,october 2004,4
8636,severe effects,severe effects,4
3428,sunday,sunday,4
665,westernmost station,westernmost station,4
3425,southwestern kampong speu province,southwestern kampong speu province,4
2003,summer months,summer months,4
2004,wild birds,wild birds,4
3419,farmed birds,farmed birds,4
8662,irregular heartbeat,irregular heartbeat,4
8611,12 confirmed cases,12 confirmed cases,4
3442,infected cats,infected cats,4
8609,expected average annual occurrence,expected average annual occurrence,4
672,kiev,capital city special status 1991 city/town city millions inhabitants,4
3464,chairul anwar nidom,chairul anwar nidom,4
690,17 december,17 december,4
8561,10 years,10 years,4
8564,31 million people,31 million people,4
8567,renewal,renewal,4
3459,living cats,living cats,4
687,posen,posen,4
8571,glaxosmithkline s patient information leaflet,public company,4
8572,following effects,following effects,4
8573,adverse outcomes,adverse outcomes,4
8664,major mechanisms,major mechanisms,4
1996,4 february,4 february,4
3454,march 6 2006,march 6 2006,4
3452,february 28 2006,february 28 2006,4
8591,finnish national institute,finnish national institute,4
8592,possible effect,possible effect,4
8597,suspected adverse drug reaction,suspected adverse drug reaction,4
8599,reports concern children,reports concern children,4
8601,external experts,external experts,4
8602,possible relationship,possible relationship,4
673,lake baikal region,lake baikal region,4
8604,eu member states,eu member states,4
8579,18 400 doses,18 400 doses,4
3414,hk$50 000 months imprisonment,hk$50 000 months imprisonment,4
8666,jakstat signaling pathway,jakstat signaling pathway,4
3411,government s decision verydifficultfor,government s decision verydifficultfor,4
8738,cardiovirus,taxon,4
8740,picornavirus,taxon,4
625,severe wave,severe wave,4
3382,multiple continents,multiple continents,4
8744,coxsackievirus,coxsackievirus,4
8747,ribonucleic acid,ribonucleic acid,4
8749,small unit,small unit,4
3378,kuwait,city capital big city,4
8752,prototypic member,prototypic member,4
2020,multiple dead chickens,chicken gallus gallus domesticus common,4
629,battle,battle,4
3374,5 150 million people,5 150 million people,4
620,aid,aid,4
8764,infectious dna clone,infectious dna clone,4
8766,rna dependent rna polymerase,structural class chemical compoundsstructural class chemical compoundsgroup class enzymes,4
3369,migratory birds,migratory birds,4
3368,central china,"sovereign state socialist state secular state constitutional republic country ""peoples republic""",4
3366,6 000 migratory birds,6 000 migratory birds,4
8774,acidic conditions,acidic conditions,4
8775,gastric acid,gastric acid,4
618,ottoman expansion,ottoman expansion,4
8782,protomer,protomer,4
3370,mongolia,sovereign state landlocked country country,4
7988,aviron,aviron,4
630,ottoman army s troops occupying,ottoman army s troops occupying,4
8723,picornaviruses,picornaviruses,4
3410,local government s decision makes government s decision],local government s decision makes government s decision],4
8680,p48,p48,4
647,march,march,4
3404,new regulation,new regulation,4
645,december,december,4
644,reported effects,reported effects,4
2011,netherlands,netherlands,4
3402,2 700 birds,2 700 birds,4
640,1 million people,1 million people,4
8694,previous study,previous study,4
8733,110 species,110 species,4
3400,poultry stall,organisms known particular common,4
2013,late october,late october,4
3395,country s 51st death,stock character psychopomp literary character,4
2016,320 000 birds,320 000 birds,4
8709,transitionstate analogue inhibitor,transitionstate analogue inhibitor,4
635,army s hold,army s hold,4
8713,ii,ii,4
8715,19 december,19 december,4
3390,china s health ministry hasconfirmed,"sovereign state socialist state secular state constitutional republic country ""peoples republic""",4
3389,major outbreak,major outbreak,4
8720,primary endpoint,primary endpoint,4
8697,caspase3,caspase3,4
7983,people immune systems,people immune systems,4
1958,28 march,28 march,4
7976,acid,acid,4
7550,fluarix quadrivalent,fluarix quadrivalent,4
983,biological weapon,biological weapon,4
3865,host organism,host organism,4
7569,2009 h1n1,virus,4
7572,audenz,audenz,4
3862,relatively high mutation rate,relatively high mutation rate,4
7580,subject,subject,4
1898,azerbaijan,sovereign state start time 30 august 1991 18 october 1991 landlocked country administrative territorial entity,4
7542,lingering doubts,lingering doubts,4
7584,highly conserved m2 proton channel,highly conserved m2 proton channel,4
7587,single antibodies,family protein complexes,4
7588,target,target,4
1899,ban,ban,4
3851,small segment,small segment,4
7981,small amounts,small amounts,4
970,70%,70%,4
7600,developers,developers,4
969,morbidity rate,morbidity rate,4
7585,potential target,potential target,4
7605,sufficiently powerful enduring immune response,sufficiently powerful enduring immune response,4
7539,normal annual levels,normal annual levels,4
7524,cdc severe complications,cdc severe complications,4
3894,manischewitz j,manischewitz j,4
3891,simmons cp,simmons cp,4
3888,khurana s,khurana s,4
7494,new vaccines,new vaccines,4
7497,new victims,new victims,4
995,list,list,4
7502,ernest william goodpasture,ernest william goodpasture,4
994,700 000 people,700 000 people,4
991,100 000 population,100 000 population,4
3885,critical component,critical component,4
3883,pa codes,pa codes,4
7508,macfarlane burnet,macfarlane burnet,4
993,infected people,infected people,4
7514,hen s eggs continuedtobeusedtoproducevirususedininfluenzavaccinesbutmanufacturersmadeimprovementsinthepurityofinfluenza,hen s eggs continuedtobeusedtoproducevirususedininfluenzavaccinesbutmanufacturersmadeimprovementsinthepurityofinfluenza,4
3878,rna segment,structural class chemical compounds,4
7516,improved processes,improved processes,4
7517,egg proteins,group class chemical substances second-order class,4
3877,different reading frames,different reading frames,4
3884,pa protein,pa protein,4
968,cheyenne,cheyenne,4
967,high school,high school,4
7613,statistical difference,statistical difference,4
1910,selfinjury,selfinjury,4
7695,10 000 fold reduction,10 000 fold reduction,4
7700,interferon alpha2b,group class proteins,4
949,approximately 700 000 deaths,approximately 700 000 deaths,4
7704,crossspecies nature,crossspecies nature,4
7705,ifnα,ifnα,4
948,age,age,4
947,younger 25 26 years,younger 25 26 years,4
3820,unknown effects,unknown effects,4
3814,son,son,4
7711,typical scenario,typical scenario,4
943,70 000 116 000 people,70 000 116 000 people,4
3809,amino acid,amino acid,4
3805,sialic acid receptors,sialic acid receptors,4
7731,downstream signaling,downstream signaling,4
3803,26 sialic acid receptors,26 sialic acid receptors,4
1914,physical address,physical address,4
7736,stats,stats,4
3812,23 sialic acid receptors,23 sialic acid receptors,4
3824,human a/hk/212/03 a/hk/213/03 isolates,organisms known particular common homo sapiens homo sapiens sapiens homo,4
956,history outbreak,history outbreak,4
7682,multiple myeloma,multiple myeloma,4
7623,dry hacking cough,dry hacking cough,4
7624,vaccination schedules,vaccination schedules,4
1903,9 million pigs,9 million pigs,4
7633,strong immune reaction,strong immune reaction,4
963,mainland china,"sovereign state socialist state secular state constitutional republic country ""peoples republic""",4
3841,na codes,na codes,4
7642,dr. cardona,dr. cardona,4
7650,human vaccines]. chickens forsixweeksbecausethat showlonghumanvaccines].chickenslivetillyoueathumanvaccines].chickens said dr. john j. treanor,organisms known particular common homo sapiens homo sapiens sapiens homochicken gallus gallus domesticus common,4
7653,rochester,rochester,4
3837,host range restriction,host range restriction,4
7659,nicholas savill,nicholas savill,4
7660,mathematical models,mathematical models,4
959,tianjin,direct-controlled municipality port settlement national central city big city city millions inhabitants,4
7664,protection levels,protection levels,4
7672,recombinant form,recombinant form,4
3833,low densities,low densities,4
3829,unique amino acid substitution,unique amino acid substitution,4
7679,behçet s disease],behçet s disease],4
7680,behçet s disease,behçet s disease,4
999,navapur,human settlement,4
7467,h1n1 h3n2 typeb strains,virussubtype,4
1890,hogs,hogs,4
7460,adverse reactions,adverse reactions,4
7298,inflammatory bowel disease,inflammatory bowel disease,4
7300,16%,16%,4
1050,main source,main source,4
7307,influenzarelated complications,influenzarelated complications,4
7308,moderate protection,moderate protection,4
1871,hotel,hotel,4
3968,hcv rna,structural class chemical compounds,4
7312,net benefit,net benefit,4
7296,tertiary referral center,tertiary referral center,4
1872,midjune india,dominion british empire sovereign state historical country,4
7319,2014 review,2014 review,4
7320,moderate evidence,moderate evidence,4
7326,highquality evidence,highquality evidence,4
3961,country s geography,country s geography,4
7331,multiple reasons,multiple reasons,4
3959,contaminated blood,biogenic substance type,4
7335,advanced age,advanced age,4
3958,percutaneous contact,percutaneous contact,4
7314,relationship,relationship,4
7294,healthy 5–18yearolds,healthy 5–18yearolds,4
1053,economic impact,economic impact,4
7291,0.25 milliliters,0.25 milliliters,4
7241,vaccinated people,vaccinated people,4
7248,repeated vaccinations,repeated vaccinations,4
7251,relevance,relevance,4
7252,current recommendations,current recommendations,4
7253,yearly vaccinations,yearly vaccinations,4
7254,future vaccination policy,future vaccination policy,4
7258,tom jefferson,tom jefferson,4
7259,cochrane collaboration reviews,cochrane collaboration reviews,4
7264,medical institutions,medical institutions,4
7265,key figures,key figures,4
7268,infectious,infectious,4
1060,rupees,rupees,4
7276,59 months,59 months,4
7278,weakened immune systems,weakened immune systems,4
1865,2 000 passengers,2 000 passengers,4
3981,acute chronic infections,acute chronic infections,4
7285,fluzone quadrivalent,fluzone quadrivalent,4
3977,chronic infections,chronic infections,4
7289,afluria quadrivalent,afluria quadrivalent,4
7340,available evidence,available evidence,4
937,microbiologist maurice hilleman s vaccine isbelievedtohavesaved,microbiologist maurice hilleman s vaccine isbelievedtohavesaved,4
7343,65 years,65 years,4
7349,goal,goal,4
7394,world health organization s global advisory committee,world health organization s global advisory committee,4
7396,grounds,grounds,4
1019,19 february,19 february,4
7400,secondary priority people,secondary priority people,4
7403,vulnerable people,vulnerable people,4
1881,parisbased world organisation,parisbased world organisation,4
7409,annual injection,annual injection,4
3923,superficial contact,superficial contact,4
7393,world health organization s global advisory committee],world health organization s global advisory committee],4
7416,following people,following people,4
7427,postcard reminders,postcard reminders,4
1011,government s destruction,government s destruction,4
1010,residents main source,residents main source,4
1008,residents,residents,4
7446,dentists,dentists,4
1889,u.s. hogs,u.s. hogs,4
7455,34%,34%,4
1002,birds,birds,4
7420,gender,gender,4
7389,trigger,trigger,4
3931,cure rate,cure rate,4
3932,greater effects,greater effects,4
7352,conclusive evidence,conclusive evidence,4
3951,half life,half life,4
7355,tentative evidence,tentative evidence,4
3945,1970s,1970s,4
7362,soreness,soreness,4
3944,326 000 deaths,326 000 deaths,4
3943,167 000 deaths,167 000 deaths,4
7365,severe health effects,severe health effects,4
1876,rise,rise,4
1029,587 000 eggs,587 000 eggs,4
7372,million vaccinations,million vaccinations,4
7373,egg allergy,egg allergy,4
3939,estimated 71 million people,estimated 71 million people,4
7375,egg allergies,egg allergies,4
7376,severe egg allergies,severe egg allergies,4
1028,253 000 birds,253 000 birds,4
7379,severe symptoms,severe symptoms,4
7381,previous anaphylactic reactions,previous anaphylactic reactions,4
3934,newer treatments,newer treatments,4
3955,infected person,infected person,4
7739,ii ifns,ii ifns,4
879,miller,miller,4
7861,john enders s lab,john enders s lab,4
3734,30mcg doses,30mcg doses,4
3743,grave supplydemand imbalance,grave supplydemand imbalance,4
3771,h5 booster doses june 2006,h5 booster doses june 2006,4
3729,country s national pharmaceutical institute,country s national pharmaceutical institute,4
872,gerardo,gerardo,4
7785,rigg,rigg,4
7879,y.h. tan s laboratory isolated,y.h. tan s laboratory isolated,4
1922,8 december,8 december,4
3722,6 months,6 months,4
869,mines,mines,4
3717,2 months,2 months,4
3761,lasts,lasts,4
3768,revaccination january 2006,revaccination january 2006,4
7936,biota pharmaceuticals,biota pharmaceuticals,4
3712,sars,sars,4
7942,laiv,laiv,4
922,new york times,new york times,4
862,dow jones industrial average,dow jones industrial average,4
861,economic effects,economic effects,4
3777,children february 2007,children february 2007,4
7822,doublestranded rna,structural class chemical compounds,4
7827,protein production,protein production,4
903,outbreak areas,outbreak areas,4
7882,sugar composition,sugar composition,4
7773,signaling cascades,signaling cascades,4
888,neighbouring province,neighbouring province,4
878,jose,jose,4
911,extensive outbreak,extensive outbreak,4
1923,cochrane collaboration,cochrane collaboration,4
7808,polyomavirus,polyomavirus,4
7809,e7 protein,e7 protein,4
7813,ifnα activity,ifnα activity,4
3765,answers,answers,4
913,million cases,million cases,4
4942,evolutionary adaptation,evolutionary adaptation,4
883,severe mortality impact,severe mortality impact,4
7797,downstream signaling events,downstream signaling events,4
1924,medical evidence,medical evidence,4
7903,relapsingremitting multiple sclerosis,relapsingremitting multiple sclerosis,4
914,late june,late june,4
7891,alan waldman,alan waldman,4
7904,slowing disease progression,slowing disease progression,4
7890,sidney pestka,sidney pestka,4
7795,interferon activity,group class proteins,4
3770,a/h5n1 adult february 2006,a/h5n1 adult february 2006,4
7819,communication,communication,4
917,newport naval station,newport naval station,4
887,origin outbreak china,"sovereign state socialist state secular state constitutional republic country ""peoples republic""",4
7788,protein deneddylation,protein deneddylation,4
7905,secondary progressive multiple sclerosis,secondary progressive multiple sclerosis,4
918,new military recruits,new military recruits,4
7832,single amino acid change,single amino acid change,4
890,late february,late february,4
7897,recombinant dna technology,academic discipline,4
1925,bmj,scientific journal open-access journal medical journal,4
3751,euaccepted levels,euaccepted levels,4
855,opportunistic bacterial infections,opportunistic bacterial infections,4
3794,hemagglutinin,group class proteins,4
856,lower mortality rate,lower mortality rate,4
1926,previous findings,previous findings,4
7862,poliovirus,taxon,4
930,fort ord,fort ord,4
898,rural areas,rural areas,4
894,member,member,4
893,people s republic,people s republic,4
7872,y.h. tan coworkers,y.h. tan coworkers,4
857,schools,schools,4
3790,biological organisms,biological organisms,4
3745,glaxosmithkline formula,public company,4
3750,company s proprietary formula induced,company s proprietary formula induced,4
896,february 1957.in,february 1957.in,4
3797,attachment,attachment,4
7860,monto ho,monto ho,4
7955,2018 review,2018 review,4
7850,observations,observations,4
7772,jakstat pathway,jakstat pathway,4
3755,fourths,fourths,4
3707,animal models,taxon,4
7762,heterodimers form,heterodimers form,4
928,12,12,4
7756,collection,collection,4
7876,coworkers,coworkers,4
7975,gelatin,mixture,4
7749,complex forms,complex forms,4
3754,adjuvanted 3.8microgram doses,adjuvanted 3.8microgram doses,4
3785,isavirus,monotypic taxon taxon,4
1948,normal flu,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
1544,flu complications,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
1341,new swine flu pandemic,swine diseaseinfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
7028,vitamin,vitamin,5
3646,seasonal flu vaccine,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
182,flu nickname,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
7383,live attenuated flu vaccine,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
1250,h5n1 flu,subtypeinfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
4316,hugging,hugging,5
3340,h5n1 caused flu outbreaks,subtypeinfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
7093,resistance flu symptoms,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
3363,future avian flu pandemic,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
2030,highly pathogenic h5n8 type flu,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
1006,bird flu,taxoninfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
600,flu symptoms,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
1118,site,site,5
1878,swine flu,swine diseaseinfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
8180,nitd008,chemical compound,5
373,quinces,quinces,5
5261,typical hostbird flu,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
5327,2005–2006 flu season,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
3740,pandemic flu vaccine,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
5324,fujian bird flu strain,taxoninfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
5329,2006–2007 flu season,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
5331,15 february,15 february,5
5322,fujian human flu strain,organisms known particular common homo sapiens homo sapiens sapiens homoinfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
5321,fujian flu,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
5320,fujian flu (2003–2004),influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
5334,2007–2008 flu season,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
5337,2008–2009 flu season,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
5340,2009–2010 flu season,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
487,flu outbreak,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
7414,seasonal flu vaccination,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
5316,hong kong flu (1968–1969),influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
5342,2010–2011 flu season,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
1253,south america,south america,5
5268,seasonal h3n2 flu,subtypeinfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
5344,2011–2012 flu season,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
5347,2014–2015 flu season,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
5310,annual flu,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
6175,poultry againsttheh5n1avianinfluenzavirusoverthelastdecademighthavemadetheh5n1avianinfluenzavirusharderforchineseveterinarytechnicianstospottherecentspreadoftheh7n9viruschina sagricultureministrydefendedchina sagricultureministrypolicyoflargescalevaccinationofpoultryagainst earlier bird flu strain,organisms known particular common nametaxoninfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
6176,earlier bird flu strain,taxoninfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
10205,casualties,casualties,5
1537,peramivir,scholarly article review article,5
3181,mild flu,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
9937,croatia croatia cost,sovereign state unitary state mediterranean country countrysovereign state unitary state mediterranean country country,5
3345,bird flu species,taxoninfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
7418,pandemic flu vaccination uptake,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
5349,2015–2016 flu season,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
5325,2004–2005 flu season,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
7390,injectionbased flu vaccines,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
8163,b. peramivir,scholarly article review article,5
9555,solvay,solvay,5
1543,pandemic flu,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
6670,management flu pandemic,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
4843,seasonal flu strains,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
7280,2017–18 flu season,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
4908,pandemic flu virus,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
7184,flu spread,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
5030,1977 russian flu pandemic,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
4902,planning,planning,5
7182,flu vaccine,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
1295,human flu viruses,organisms known particular common homo sapiens homo sapiens sapiens homoinfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
1296,eurasian pig flu virus,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
1866,swine flu threat,swine diseaseinfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
14,flu,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
10244,flu mortality,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
10242,comparatively mild flu season,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
8029,2009 study,2009 study,5
5058,1918–1919 spanish flu,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
5061,1976 swine flu outbreak,swine diseaseinfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
1588,1918 flu pandemic,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
834,asian flu,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
860,estimates,estimates,5
1776,question,question,5
5078,2009 flu pandemic,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
7952,20162017 flu season,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
4887,1918 spanish flu,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
1073,2008 bird flu outbreak,taxoninfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
3221,longer flu season,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
850,1918 spanish flu pandemic,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
7244,flu vaccine strains,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
1768,29 flu experts,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
853,invention,invention,5
1288,2009 swine flu pandemic,swine diseaseinfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
4965,initial flu pandemic strain,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
845,cfr,cfr,5
7963,flu strain,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
4931,spanish flu pandemic,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
549,suffocation,suffocation,5
9859,sofosbuvir/ribavirin/peginterferon combination treatment,sofosbuvir/ribavirin/peginterferon combination treatment,5
5,chronicled interregional flu pandemic,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
7199,winter flu season,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
3254,province,province,5
10248,low flu mortality rate,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
