,data,description,cluster
3826,avian receptor binding,avian receptor binding,3
3804,types,types,3
3805,sialic acid receptors,sialic acid receptors,3
3806,mutation,mutation,3
3807,substitution,substitution,3
3808,sample,sample,3
3809,amino acid,amino acid,3
3828,a/hk/213/03 isolates,a/hk/213/03 isolates,3
3810,haemoagglutinin receptor protein,haemoagglutinin receptor protein,3
3813,father,father,3
3814,son,son,3
3821,positions,positions,3
3822,receptor binding pocket,receptor binding pocket,3
3823,ha,ha,3
3825,signature,signature,3
3812,23 sialic acid receptors,23 sialic acid receptors,3
3752,1.9 mcg.the glaxosmithklinebacked team,1.9 mcg.the glaxosmithklinebacked team,3
3751,euaccepted levels,euaccepted levels,3
3748,press release,press release,3
3657,bbc radio,television station,3
3658,agence francepresse,agence francepresse,3
3660,jennifer armstrong,jennifer armstrong,3
3661,gsk spokeswoman,gsk spokeswoman,3
3662,lancet,lancet,3
3664,78%,78%,3
3656,big breakthrough,big breakthrough,3
3666,10microgram doses,10microgram doses,3
3669,european union s requirement,european union s requirement,3
3671,sinovac biotech,sinovac biotech,3
3672,beijing,capital city direct-controlled municipality national central city big city city millions inhabitants,3
3674,vietnam/1194/2004.national institute,vietnam/1194/2004.national institute,3
3675,allergy,allergy,3
3678,2007the human trial,organisms known particular common homo sapiens homo sapiens sapiens homo,3
3668,aluminum,aluminum,3
3681,volunteer,volunteer,3
3654,position,position,3
3652,antigen,group class chemical substances,3
3629,30 micrograms,30 micrograms,3
3630,accompanying commentary,accompanying commentary,3
3631,obstacles,obstacles,3
3633,sanofi pasteur,sanofi pasteur,3
3634,subsidiary,subsidiary,3
3635,francebased sanofi aventis,francebased sanofi aventis,3
3653,meaning,meaning,3
3637,vietnam/1194/2004.cidrap article glaxo,vietnam/1194/2004.cidrap article glaxo,3
3641,glaxosmithkline,public company,3
3644,80%,80%,3
3647,15 mcg,15 mcg,3
3649,gsk chief executive officer j.p. garnier,gsk chief executive officer j.p. garnier,3
3650,news release,news release,3
3651,given,given,3
3638,vietnam/1194/2004.cidrap article glaxo h5n1 vaccine,subtype,3
3428,sunday,sunday,3
3682,bethesda,bethesda,3
3685,infectious material,infectious material,3
3726,hungarian prime minister ferenc gyurcsány,hungarian prime minister ferenc gyurcsány,3
3727,omninvest,omninvest,3
3731,early results,early results,3
3732,poor immunogenicity,poor immunogenicity,3
3734,30mcg doses,30mcg doses,3
3735,unacceptable results,unacceptable results,3
3725,manufacturer sanofi pasteur,manufacturer sanofi pasteur,3
3736,2006 trial,2006 trial,3
3738,acceptable levels,acceptable levels,3
3741,high dose level.adjuvanted vaccines,high dose level.adjuvanted vaccines,3
3743,grave supplydemand imbalance,grave supplydemand imbalance,3
3745,glaxosmithkline formula,public company,3
3746,trial,trial,3
3747,twodose regimen,twodose regimen,3
3737,90 mcg,90 mcg,3
3684,nih institutes,nih institutes,3
3721,research bench,research bench,3
3717,2 months,2 months,3
3689,weakened killed form,weakened killed form,3
3690,sanofi pasteur inhenseggsandthenadministeredasaweakenedorkilledformofanh5n1vaccinedevelopedbysanofipasteur,sanofi pasteur inhenseggsandthenadministeredasaweakenedorkilledformofanh5n1vaccinedevelopedbysanofipasteur,3
3692,portions,portions,3
3696,vrc director gary nabel,vrc director gary nabel,3
3697,m.d.,m.d.,3
3698,ph.d.,ph.d.,3
3718,1 year,1 year,3
3699,vrc,vrc,3
3703,supply manufacturing capacity,supply manufacturing capacity,3
3704,dr. nabel,dr. nabel,3
3705,colleagues,colleagues,3
3707,animal models,taxon,3
3714,45 volunteers,45 volunteers,3
3715,placebo injections,placebo injections,3
3702,reliability,reliability,3
3426,joint statement,joint statement,3
3425,southwestern kampong speu province,southwestern kampong speu province,3
3424,10yearold girl,10yearold girl,3
3132,free service,free service,3
3131,employee,employee,3
3130,small cost,small cost,3
3128,large companies employees,large companies employees,3
3127,large companies,large companies,3
3126,growing number,growing number,3
3124,northern,northern,3
3122,different times,different times,3
3121,flu seasonandcanloweranindividual sriskofgettingthefluby half,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,3
3118,early spring,early spring,3
3117,humid subtropical climate,humid subtropical climate,3
3116,variability,variability,3
3115,subtropics,geographic region,3
3114,tropics,tropics,3
3111,junejuly,junejuly,3
3109,south latitudes,south latitudes,3
3108,tropical climate,tropical climate,3
3085,strategic reasons,strategic reasons,3
3086,annually recurring time period,annually recurring time period,3
3087,prevalence,prevalence,3
3088,cold half,cold half,3
3092,location,location,3
3094,influenzavirus,influenzavirus,3
3134,measured resistance,measured resistance,3
3097,main infective agents,main infective agents,3
3099,cooler temperature,cooler temperature,3
3101,higher incidence,higher incidence,3
3102,manifestations,manifestations,3
3103,timing,timing,3
3106,brazil,brazil,3
3107,complex seasonality component,complex seasonality component,3
3098,periods,periods,3
3137,medical conditions,medical conditions,3
3140,cost,cost,3
3144,2007 study,2007 study,3
3179,environment,environment,3
3180,bacteria,taxon,3
3182,hospitalization,hospitalization,3
3184,common cold,common cold,3
3186,lifethreatening complications,lifethreatening complications,3
3187,common cold viruses,common cold viruses,3
3177,wide range,wide range,3
3188,pneumonias,pneumonias,3
3191,related complications,related complications,3
3193,emergency room,emergency room,3
3195,asthmatics,asthmatics,3
3197,cancer,constellation zodiacal constellation,3
3199,cancer patients,constellation zodiacal constellation,3
3200,radiation therapy,radiation therapy,3
3189,acute bronchitis,acute bronchitis,3
3084,m423 investigation,m423 investigation,3
3176,diabetics,diabetics,3
3172,graphs,graphs,3
3146,earnings,earnings,3
3147,life,life,3
3148,total economic burden,total economic burden,3
3153,article,article,3
3158,274 304 hospitalizations,274 304 hospitalizations,3
3159,12 469 deaths,12 469 deaths,3
3173,extensive text,extensive text,3
3160,ph1n1,ph1n1,3
3164,high rates,high rates,3
3165,influenzalike illness,influenzalike illness,3
3167,source,source,3
3168,particularly heavy prevalence,particularly heavy prevalence,3
3170,weekly updates,weekly updates,3
3171,dozen charts,dozen charts,3
3161,notable occurrences,notable occurrences,3
3083,filibuvir monotherapy,chemical compound,3
3082,m423,m423,3
3081,filibuvirresistant mutations,filibuvirresistant mutations,3
3015,emergency,emergency,3
3016,limited evidence,limited evidence,3
3018,conclusions,conclusions,3
3019,ebola,infectious disease,3
3020,mouse models,mouse models,3
3022,guéckédou,guéckédou,3
3014,production condition,production condition,3
3024,preliminary results,preliminary results,3
3026,retroviruses,retroviruses,3
3027,opportunistic infections,opportunistic infections,3
3028,decrease,decrease,3
3029,lowtomoderate levels,lowtomoderate levels,3
3030,trial design,trial design,3
3031,historical controls,historical controls,3
3025,conference,conference,3
3032,nipah,nipah,3
3013,welfare,welfare,3
3011,ministry,ministry,3
2992,primary human airway cells,organisms known particular common homo sapiens homo sapiens sapiens homo,3
2993,doubt,doubt,3
2994,favipiravir efficacy,chemical compound medication,3
2995,legal status,legal status,3
2996,defense,defense,3
2997,partnership,partnership,3
3012,labor,labor,3
2998,medivector inc.,medivector inc.,3
3003,accelerated clearance,accelerated clearance,3
3004,6 14 hours,6 14 hours,3
3006,usa,usa,3
3007,current antivirals,chebi ontology term,3
3008,toyama chemical,toyama chemical,3
3010,animal experiments,taxon,3
3001,safety,safety,3
3201,potent immunosuppressive medications,potent immunosuppressive medications,3
3035,malaysiasingapore,malaysiasingapore,3
3037,philippines,philippines,3
3064,limited efficacy,limited efficacy,3
3066,animal studies,taxon,3
3067,rabies,infectious disease switzerland disease,3
3068,tautomerism,tautomerism,3
3069,possible tautomerism,possible tautomerism,3
3070,enollike form,enollike form,3
3060,control cases,control cases,3
3071,ketolike form,ketolike form,3
3073,pfizer,pfizer,3
3075,noncatalytic thumb ii allosteric pocket,noncatalytic thumb ii allosteric pocket,3
3076,ns5b viral polymerase,group class enzymes,3
3078,potent selective inhibitor,potent selective inhibitor,3
3079,0.019 μm,0.019 μm,3
3080,genotype 1 polymerases,genotype 1 polymerases,3
3072,ns5b inhibitor,ns5b inhibitor,3
3036,slaughterhouses,slaughterhouses,3
3059,lethal niv challenge,lethal niv challenge,3
3057,100% survival,100% survival,3
3038,bangladesh outbreaks,bangladesh outbreaks,3
3039,consumption,consumption,3
3040,raw date palm sap,raw date palm sap,3
3041,saliva,mixture body fluids,3
3042,fruit bats,fruit bats,3
3043,scientific reports,scientific reports,3
3058,obvious morbidity,obvious morbidity,3
3044,syrian hamster model,syrian hamster model,3
3049,encephalitis,encephalitis,3
3050,hamsters,hamsters,3
3052,104 pfu nivm,104 pfu nivm,3
3053,intraperitoneal,intraperitoneal,3
3055,peroral route,peroral route,3
3056,14 days,14 days,3
3048,widespread vasculitis,widespread vasculitis,3
3851,small segment,small segment,3
3205,lung cancer patients,constellation zodiacal constellation,3
3208,nasal spray vaccines,nasal spray vaccines,3
3365,unprecedented dieoff,unprecedented dieoff,3
3364,2005,2005,3
3362,strategy,strategy,3
3360,point,point,3
3359,especially ducks,especially ducks,3
3358,waterfowl,waterfowl,3
3357,regions,regions,3
3354,2004,2004,3
3353,fujian province,fujian province,3
3351,2003,2003,3
3347,z genotype,z genotype,3
3346,evolution,evolution,3
3343,great economic losses,great economic losses,3
3342,numerous farms,numerous farms,3
3338,1959–1997,1959–1997,3
3337,seroconversion,seroconversion,3
3336,calf,calf,3
3318,cats,cats,3
3320,novel route,novel route,3
3322,mammals,mammals,3
3323,onethousandth,onethousandth,3
3325,felines,felines,3
3326,carnivores,carnivores,3
3367,qinghai lake,qinghai lake,3
3327,dogs,dogs,3
3329,seals,seals,3
3331,dr. osterhaus,dr. osterhaus,3
3332,apparent symptoms.h5n1,apparent symptoms.h5n1,3
3333,asymptomatic shedding,asymptomatic shedding,3
3334,infected calves,infected calves,3
3335,subsequent seroconversion,subsequent seroconversion,3
3328,foxes,foxes,3
3368,central china,"sovereign state socialist state secular state constitutional republic country ""peoples republic""",3
3370,mongolia,sovereign state landlocked country country,3
3372,newly appointed senior united nations coordinator,newly appointed senior united nations coordinator,3
3396,25yearold female,25yearold female,3
3397,sennoris district,sennoris district,3
3398,fayum governorate,fayum governorate,3
3401,sham shui po,sham shui po,3
3406,8pm,8pm,3
3407,chairman,chairman,3
3394,northern vietnam,war proxy war,3
3408,chairman ofthehongkongpoultrywholesalersassociationsaidthelocalgovernment sdecisionmakesthegovernment sdecisionverydifficultfor hong kong poultry wholesalers association,organisms known particular common,3
3413,fine,fine,3
3417,endemic areas,endemic areas,3
3420,check,check,3
3421,23yearold woman,23yearold woman,3
3422,thanh hóa,thanh hóa,3
3423,—the standard mammalian model,—the standard mammalian model,3
3409,hong kong poultry wholesalers association,organisms known particular common,3
3317,indoors,indoors,3
3393,school teacher,school teacher,3
3391,22yearold man,22yearold man,3
3375,turkey,sovereign state transcontinental country mediterranean country country social state regional power secular state,3
3376,romania,sovereign state start time 10 1877julian country,3
3377,croatia,sovereign state unitary state mediterranean country country,3
3378,kuwait,city capital big city,3
3379,2006,2006,3
3380,asian countries,asian countries,3
3392,central hunan province,central hunan province,3
3381,wild migratory bird populations,taxon,3
3383,decades,decades,3
3384,2007,2007,3
3385,nations,nations,3
3386,pakistan,sovereign state country,3
3387,afghanistan,emoji regional indicator sequence,3
3388,myanmar,sovereign state country,3
3382,multiple continents,multiple continents,3
3316,stray dog,stray dog,3
3315,bbc,television station,3
3314,germany,historical period germany historical country,3
3233,human trial,organisms known particular common homo sapiens homo sapiens sapiens homo,3
3236,bunyaviruses,bunyaviruses,3
3237,arenaviruses,arenaviruses,3
3238,paramyxoviruses,paramyxoviruses,3
3239,coronaviruses,coronaviruses,3
3240,flaviviruses,flaviviruses,3
3232,deadly filovirus infections,deadly filovirus infections,3
3241,phleboviruses,phleboviruses,3
3243,monkeys,monkeys,3
3244,bcx4430 galidesivir,chemical compound,3
3245,mouse model,mouse model,3
3246,june 10th,june 10th,3
3247,viremia,viremia,3
3248,provinces,provinces,3
3242,ebola marburg viruses,infectious diseaselocation identifier q28791882 masculine plural 8 november 1919gregorian,3
3249,vietnam,war proxy war,3
3230,niaid,niaid,3
3228,biocryst pharmaceuticals,biocryst pharmaceuticals,3
3211,chemotherapy,chemotherapy,3
3212,lymphatic form,lymphatic form,3
3213,cancer doctor,constellation zodiacal constellation,3
3214,cancer suspect,constellation zodiacal constellation,3
3215,hiv/aids,endemic disease location west africa benin rep syndrome,3
3216,variety,variety,3
3229,funding,funding,3
3218,viral bacterial fungal protozoa disorders,viral bacterial fungal protozoa disorders,3
3220,aggressive antibiotic therapy,aggressive antibiotic therapy,3
3222,vaccination,vaccination,3
3224,galidesivir,chemical compound,3
3225,adenosine analog,adenosine analog,3
3226,bcx4430,bcx4430,3
3227,immucillina,immucillina,3
3219,flurelated complications,flurelated complications,3
3206,nasal spray vaccine,nasal spray vaccine,3
3250,forced killing,forced killing,3
3254,province,province,3
3290,jakarta,city capital province indonesia big city city millions inhabitants human settlement,3
3292,global spread,global spread,3
3296,hitherto unprecedented global spread,hitherto unprecedented global spread,3
3299,multiple bird species,taxon,3
3300,timeline,timeline,3
3302,mammals general,mammals general,3
3289,greater frequency,greater frequency,3
3303,laboratories,laboratories,3
3305,mice,mice,3
3308,notable international policy debate,notable international policy debate,3
3309,openness,openness,3
3310,scientific research,scientific research,3
3311,bioterrorism,bioterrorism,3
3312,civet cats,civet cats,3
3304,species,species,3
3253,surveillance,surveillance,3
3285,extensive experience,extensive experience,3
3283,institutes,institutes,3
3255,thailand,constitutional monarchy sovereign state country,3
3256,isolated cases,isolated cases,3
3257,caregivers,caregivers,3
3259,official confirmation,official confirmation,3
3262,hung yen,hung yen,3
3263,ha tay provinces,ha tay provinces,3
3284,hong kong sar,hong kong sar,3
3264,2 april,2 april,3
3273,severely affected country,severely affected country,3
3274,17 cases,17 cases,3
3275,12 deaths,12 deaths,3
3278,international experts,international experts,3
3279,suggestive evidence,suggestive evidence,3
3282,team members,team members,3
3270,cambodia,sovereign state start time 9 november 1953 country constitutional monarchy,3
3852,hollow pocket,hollow pocket,3
3761,lasts,lasts,3
4135,better understanding,better understanding,3
4172,10–30%,10–30%,3
4171,25%,25%,3
4170,cirrhosis cases,cirrhosis cases,3
4169,27%,27%,3
4168,change,change,3
4167,fatty,fatty,3
4166,reinfection,reinfection,3
4165,apparent cure,apparent cure,3
4164,late relapses,late relapses,3
4163,7–53%,7–53%,3
4161,initial decades,initial decades,3
4160,experience,experience,3
4158,females,females,3
4173,30 years,30 years,3
4155,10–50%,10–50%,3
4151,elevated liver enzymes,organ type,3
4150,liver injury,organ type,3
4149,acute liver failure,organ type,3
4147,claycoloured stools,claycoloured stools,3
4146,jaundice,clinical sign,3
4145,weight loss,weight loss,3
4144,pains,pains,3
4143,4–12 weeks,4–12 weeks,3
4142,20–30%,20–30%,3
4139,hcv recurrence,hcv recurrence,3
4137,cure rates,cure rates,3
4136,velpatasvir,chemical compound medication,3
3853,n2 n9 proteins,group class chemical substances second-order class,3
4152,laboratory findings,laboratory findings,3
4174,schistosoma,schistosoma,3
4175,alcoholics,alcoholics,3
4176,male sex,male sex,3
4208,pancreatic cancer,constellation zodiacal constellation,3
4207,central nervous disorders,central nervous disorders,3
4206,associated abnormal heart rhythms,associated abnormal heart rhythms,3
4205,cardiomyopathy,cardiomyopathy,3
4204,possible associations includehyde sprurigonodularisand membranoproliferative glomerulonephritis,possible associations includehyde sprurigonodularisand membranoproliferative glomerulonephritis,3
4203,possible associations,possible associations,3
4202,antibody,family protein complexes,3
4201,insulin resistance,insulin resistance,3
4200,necrolytic acral erythema,necrolytic acral erythema,3
4199,porphyria cutanea tarda,porphyria cutanea tarda,3
4197,lichen planus,lichen planus,3
4195,autoimmune disorders,autoimmune disorders,3
4193,inflammation,inflammation,3
4192,mixed cryoglobulinemia,mixed cryoglobulinemia,3
4191,common problem,common problem,3
4190,extrahepatic complications,extrahepatic complications,3
4189,stage,stage,3
4188,cognitive impairment,cognitive impairment,3
4187,syndrome,syndrome,3
4186,varices,varices,3
4185,bleeding,bleeding,3
4184,ascites,ascites,3
4183,portal hypertension,portal hypertension,3
4182,liver cirrhosis,organ type,3
4181,1–3%,1–3%,3
4180,transformation,transformation,3
4179,20fold greater risk,20fold greater risk,3
4178,developing cirrhosis,developing cirrhosis,3
4177,excess alcohol,excess alcohol,3
4133,cyclophilin inhibitors,cyclophilin inhibitors,3
4132,immunomodulators,immunomodulators,3
4131,special populations,special populations,3
4130,needles,needles,3
4085,michael houghton,michael houghton,3
4084,decade,decade,3
4083,international research efforts,international research efforts,3
4081,alter transfusion medicine,alter transfusion medicine,3
4080,mid1970s,mid1970s,3
4077,hcv elimination,hcv elimination,3
4076,track,track,3
4074,higher cure rates,higher cure rates,3
4070,8–12 weeks,8–12 weeks,3
4069,extremely effective medication,extremely effective medication,3
4068,improperly sterilized glass syringes,improperly sterilized glass syringes,3
4067,schistosomiasis,schistosomiasis,3
4066,nowdiscontinued masstreatment campaign,nowdiscontinued masstreatment campaign,3
4065,high prevalence,high prevalence,3
4064,particularly high rates,particularly high rates,3
4063,contracts,contracts,3
4062,abbvie,abbvie,3
4061,dohme,dohme,3
4060,merck sharp,merck sharp,3
4059,large procurement exercise,large procurement exercise,3
4058,2025 nhs england,nation uk cultural area country,3
4057,bid,bid,3
4056,needle exchange,needle exchange,3
4055,half,half,3
4054,3%,3%,3
4053,percentage,percentage,3
4052,hcv testing,hcv testing,3
4051,infectious death,stock character psychopomp literary character,3
4050,single greatest cause,single greatest cause,3
4086,quilim choo,quilim choo,3
4210,salivary duct stones,salivary duct stones,3
4087,george kuo,george kuo,3
4089,daniel w. bradley,daniel w. bradley,3
4129,275 patients,275 patients,3
4128,spanish anaesthetist juan maeso,spanish anaesthetist juan maeso,3
4127,2010–2012 data,2010–2012 data,3
4126,wealthier groups,wealthier groups,3
4122,1998 usd,1998 usd,3
4121,united states costs,united states costs,3
4118,average lifetime cost,average lifetime cost,3
4117,individual,individual,3
4116,economic costs,economic costs,3
4113,physiology,physiology,3
4112,nobel prize,nobel prize,3
4111,charles m. rice,charles m. rice,3
4110,houghton,houghton,3
4109,appeals court,appeals court,3
4108,suit,suit,3
4107,royalty income,royalty income,3
4106,damages,damages,3
4105,coinventor,coinventor,3
4104,bradley,bradley,3
4103,chiron,chiron,3
4102,competing patent application,competing patent application,3
4100,lasker award,lasker award,3
4097,articles,articles,3
4096,nanbh specimens,nanbh specimens,3
4095,panel,panel,3
4093,alter,alter,3
4092,diagnostic test,diagnostic test,3
4091,unknown organism,unknown organism,3
4090,novel molecular cloning approach,novel molecular cloning approach,3
4088,chiron corporation,chiron corporation,3
4049,2%,2%,3
4211,crusted lesions,crusted lesions,3
4214,ultrasensitive tests,ultrasensitive tests,3
4335,immunoblot,immunoblot,3
4332,recombinant immunoblot assay,recombinant immunoblot assay,3
4330,confirmatory test,confirmatory test,3
4329,enzyme immunoassay,enzyme immunoassay,3
4326,serology,academic discipline academic major,3
4324,infected mother nipples,infected mother nipples,3
4323,long labor,long labor,3
4322,delivery,delivery,3
4321,gestation,gestation,3
4320,pregnancies,pregnancies,3
4319,fewer 10%,fewer 10%,3
4317,kissing,kissing,3
4316,hugging,hugging,3
4336,recombinant immunoblot,recombinant immunoblot,3
4315,casual contact,casual contact,3
4313,cuts,cuts,3
4311,appropriate caution,appropriate caution,3
4310,items,items,3
4309,equipment,equipment,3
4308,manicuring,manicuring,3
4307,toothbrushes,toothbrushes,3
4306,razors,razors,3
4305,personalcare items,personalcare items,3
4304,shared personal items,shared personal items,3
4303,licensed facility,licensed facility,3
4302,unsterilized tattooing equipment,unsterilized tattooing equipment,3
4301,prison,prison,3
4300,nearly half,nearly half,3
4314,sores,sores,3
4337,previous infection,previous infection,3
4338,6–8 weeks,6–8 weeks,3
4339,care testing,care testing,3
4374,12 weeks,12 weeks,3
4372,directacting antivirals,chebi ontology term,3
4370,initial recommended treatment,initial recommended treatment,3
4369,liver scarring,organ type,3
4368,highest complication risk,highest complication risk,3
4367,chronic cases,chronic cases,3
4366,approximately 90%,approximately 90%,3
4365,single screening test,single screening test,3
4363,sign,sign,3
4362,long term hemodialysis,long term hemodialysis,3
4361,jail,jail,3
4358,united states preventive services task force,united states preventive services task force,3
4357,routine,routine,3
4356,canada status,varies state/province census january 2015 1960 1961 1962 1963 1964 1965 1966 1967 1968 1969 1970 1971 1972 1973 1974 1975 1976 1977 1978 1979 1980 1981 1982 1983 1984 1985 1986 1987 1988 1989 1990 1991 1992 1993 1994 1995 1996 1997 1998 1999 2000 2001 2002 2003 2004 2005 2006 2007 2008 2009 2010 2011 2012 2013 2016,3
4355,5–50%,5–50%,3
4354,hepatic fibrosis,hepatic fibrosis,3
4353,blood tests,biogenic substance type,3
4352,bile ducts,bile ducts,3
4351,changes,changes,3
4350,portal triad,portal triad,3
4349,lymphoid follicles,lymphoid follicles,3
4348,parenchyma,parenchyma,3
4347,typical changes,typical changes,3
4346,procedure,procedure,3
4345,liver damage,organ type,3
4344,biopsy,biopsy,3
4342,elevation,elevation,3
4341,seven weeks,seven weeks,3
4340,initial,initial,3
4299,larger tattoos,larger tattoos,3
4298,settings,settings,3
4297,sterile techniques,sterile techniques,3
4296,particular concern,particular concern,3
4255,intact skin,intact skin,3
4254,blood exposure,biogenic substance type,3
4253,mucosal exposures,mucosal exposures,3
4252,puncture wound,puncture wound,3
4251,needle,needle,3
4250,1.8% chance,1.8% chance,3
4249,needle stick injury,needle stick injury,3
4246,11–70 days,11–70 days,3
4245,unit,unit,3
4244,200 units,200 units,3
4243,universal screening,universal screening,3
4241,hcv screening,hcv screening,3
4240,organ transplants,organ transplants,3
4237,healthcare exposure,healthcare exposure,3
4236,risk factor,risk factor,3
4234,nonsterile equipment,nonsterile equipment,3
4233,idu,idu,3
4232,prisons,prisons,3
4231,highrisk behavior,highrisk behavior,3
4230,general population,general population,3
4229,prison inmates,prison inmates,3
4228,highest absolute totals,highest absolute totals,3
4226,major risk factor,major risk factor,3
4223,persistently moderately elevated serum liver enzymes,organ type,3
4222,ultracentrifugation,ultracentrifugation,3
4219,antibody test,family protein complexes,3
4218,newer methods,newer methods,3
4217,liver biopsies,organ type,3
4215,original method,original method,3
4256,hospital equipment,hospital equipment,3
4213,conventional testing,conventional testing,3
4257,reuse,reuse,3
4259,multipleuse medication vials,multipleuse medication vials,3
4295,mid1980s,mid1980s,3
4294,piercings,piercings,3
4293,tattoos,tattoos,3
4292,dyes,dyes,3
4291,contamination,contamination,3
4290,improperly sterilized equipment,improperly sterilized equipment,3
4289,body modification,body modification,3
4288,single partner,single partner,3
4287,relationships,relationships,3
4286,multiple partners,multiple partners,3
4283,veterans affairs,veterans affairs,3
4282,united states department,united states department,3
4280,hiv genital ulceration,organisms known particular common,3
4279,concurrent sexually transmitted infection,concurrent sexually transmitted infection,3
4278,anal penetrative sex,anal penetrative sex,3
4276,trauma,trauma,3
4275,higher levels,higher levels,3
4274,sexual practices,sexual practices,3
4272,heterosexual partners,heterosexual partners,3
4271,hcv transmission,hcv transmission,3
4269,sexual intercourse,sexual intercourse,3
4267,primary cause,primary cause,3
4266,public private medical dental facilities,public private medical dental facilities,3
4265,stringent standard precautions,stringent standard precautions,3
4264,enforcement,enforcement,3
4263,implementation,implementation,3
4262,limitations,limitations,3
4261,improperly sterilized surgical equipment,improperly sterilized surgical equipment,3
4260,infusion bags,infusion bags,3
4258,syringes,syringes,3
4048,north america,north america,3
10862,chinese patients,chinese patients,3
3921,infected mother baby,infected mother baby,3
3885,critical component,critical component,3
3913,occasionally cirrhosis,occasionally cirrhosis,3
3991,sterile syringes,sterile syringes,3
3958,percutaneous contact,percutaneous contact,3
3990,insufficient supply,insufficient supply,3
3883,pa codes,pa codes,3
3899,convalescent sera,convalescent sera,3
3989,healthcare facilities,healthcare facilities,3
3960,method,method,3
3962,primary route,primary route,3
3987,national level,national level,3
3900,monoclonal antibodies,family protein complexes,3
3985,screening,screening,3
3983,maternal antibodies,family protein complexes,3
3988,universal precautions,universal precautions,3
3964,diagnostic tests,diagnostic tests,3
3957,lymphocytes,lymphocytes,3
3995,acetaminophen,acetaminophen,3
3949,seven major genotypes,seven major genotypes,3
4002,coffee consumption,coffee consumption,3
3950,genotypes,genotypes,3
4001,accompanying cirrhosis,accompanying cirrhosis,3
4000,hepatocellular carcinoma,hepatocellular carcinoma,3
3999,ultrasound surveillance,ultrasound surveillance,3
3993,effective preventive measure,effective preventive measure,3
3951,half life,half life,3
3898,antigenic fingerprinting,antigenic fingerprinting,3
3955,infected person,infected person,3
3871,matrix encoding gene segments,matrix encoding gene segments,3
3886,viral polymerase,group class enzymes,3
3997,nonsteroidal antiinflammatory drugs,nonsteroidal antiinflammatory drugs,3
3996,reduced doses,reduced doses,3
3954,45 minutes,45 minutes,3
3946,chimpanzees,chimpanzees,3
3911,chronic infection,chronic infection,3
3982,infant,infant,3
3890,rivera y,rivera y,3
3905,infectious disease,infectious disease,3
3880,np codes,np codes,3
3908,abdominal pain,abdominal pain,3
3889,suguitan al,suguitan al,3
3977,chronic infections,chronic infections,3
3891,simmons cp,simmons cp,3
3879,nucleoprotein encoding gene segments.,group class proteins,3
3970,diagnosing patients,diagnosing patients,3
3906,liver,organ type,3
3974,transition,transition,3
3907,dark urine,dark urine,3
3972,acute illness,acute illness,3
3877,different reading frames,different reading frames,3
3975,chronic,chronic,3
3882,polymerase encoding gene segments,group class enzymes,3
3875,capsid,cellular component,3
3904,doi:10.1371/journal.pmed.1000049. pmc,doi:10.1371/journal.pmed.1000049. pmc,3
3965,hcv antibody,family protein complexes,3
3981,acute chronic infections,acute chronic infections,3
3966,immunoassay,immunoassay,3
3872,m codes,m codes,3
3902,diagnostic targets,diagnostic targets,3
3909,yellow tinged skin,yellow tinged skin,3
3969,pcr,pcr,3
3980,highrisk individuals,highrisk individuals,3
3967,elisa,female given,3
3922,birth,birth,3
3979,routine screening,routine screening,3
3978,elevated liver enzyme levels,organ type,3
3881,nucleoprotein,group class proteins,3
3903,e1000049,e1000049,3
3892,lanzavecchia,lanzavecchia,3
4004,prognosis,prognosis,3
3870,related information,related information,3
3971,challenge,challenge,3
3893,sallusto f,sallusto f,3
3936,leading reason,leading reason,3
4019,hcv genotypes,hcv genotypes,3
3919,transfusion,transfusion,3
3928,simeprevir,chemical compound medication essential medicine,3
3894,manischewitz j,manischewitz j,3
4021,higher rate,higher rate,3
3895,king lr,king lr,3
4023,24 weeks treatment,24 weeks treatment,3
3937,liver transplantation,organ type,3
3896,subbarao k,subbarao k,3
4024,lower dosages,lower dosages,3
4030,acute infections,acute infections,3
4016,48 weeks,48 weeks,3
4032,rates,rates,3
4034,reused poorly sterilized medical equipment,reused poorly sterilized medical equipment,3
3855,existing drugs,existing drugs,3
3929,peginterferon,peginterferon,3
3933,access,access,3
4035,subsaharan africa,continent,3
4036,andean,andean,3
3857,loop,loop,3
3897,golding h,golding h,3
4041,20 years,20 years,3
4037,southern latin america,southern latin america,3
4040,australasia,australasia,3
4038,caribbean,caribbean,3
4039,oceania,oceania,3
4047,improved screening,improved screening,3
4015,hcv genotype,hcv genotype,3
4018,70–80%,70–80%,3
3865,host organism,host organism,3
4046,1990s,1990s,3
3923,superficial contact,superficial contact,3
3945,1970s,1970s,3
3867,possible paths,possible paths,3
4043,~1–4%,~1–4%,3
4008,24 weeks,24 weeks,3
4042,difference,difference,3
3942,central,central,3
4010,undetectable levels,undetectable levels,3
3926,harm reduction efforts,harm reduction efforts,3
3938,transplantation,transplantation,3
4012,future risk,future risk,3
3935,liver transplant,organ type,3
3920,infected mother,infected mother,3
3941,low middleincome countries,low middleincome countries,3
3858,conformation,conformation,3
3914,liver cancer,organ typeconstellation zodiacal constellation,3
3859,internal encoding gene segments,internal encoding gene segments,3
3927,95%,95%,3
3916,esophagus,esophagus,3
3861,gene segments,gene segments,3
4014,40–50%,40–50%,3
7551,quadrivalent influenza vaccines,infectious disease,4
